t-SNE-1,t-SNE-2,index,L1,L2,L3,L4,противоион,Номер_в_статье,"IC50,μM±Dark","IC50,μM(Light)",PI,"λex,nm",Клеточная линия,"Conditions,O2%","Время, h",DOI,Unnamed: 14,Unnamed: 15
41.30231,12.261604,30,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccnc(-c2cc(CN)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir-NH2,9.7,,,,A549,,48,10.1016/j.jinorgbio.2022.111913,,
-503.88242,68.32129,43,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,Fc1cc2ccccc2cc1Oc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,Ir2,1.0,,,,A549,,48,10.1016/j.jinorgbio.2022.111946,,
103.118546,-267.855,44,[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,Fc1cc2ccccc2cc1Oc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,Ir3,1.3,,,,A549,,48,10.1016/j.jinorgbio.2022.111946,,
163.24377,-88.76987,63,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,O=C(O)c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,,[Ir(dfpp)2(picCOOH)]+,84.84,,,,SP2,,19,10.1016/j.jinorgbio.2012.11.001,,
-15.013236,-132.61024,245,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir2,7.55,,,,GSC-3#,,72,10.1016/j.jinorgbio.2019.110909,,
-485.69357,-2.1619651,333,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,Cn1[c-][n+](Cn2[c-][n+](C)cc2)cc1,,[Cl-],Ir1,1.5,,,,A549,,48,10.1016/j.jinorgbio.2019.110976,,
18.190844,64.08234,388,[c-]1ccccc1-c1nnc(-c2ccccc2)nn1,[c-]1ccccc1-c1nnc(-c2ccccc2)nn1,NCCN,,[Cl-],1,15.64,"13,25 ± 1,44","1,18",450,HeLa,,24,10.1002/ange.202116078,,
85.166466,86.23627,395,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,CCNC(=O)c1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,2c,4.1,,,,HeLa,,48,10.1002/chem.201000474,,
-355.15002,-167.53537,396,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CC(C)(C)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(C)(C)C)c1,,[Cl-],Ir1,12.8,"0,3",43,465,HeLa,,48,10.1002/chem.202103346,,
-322.46307,-125.913445,485,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,Cn1ccn(Cn2ccn(C)c2=S)c1=S,,[Cl-],pbtIrSS,1.3,,,,MDA-MB-231,,48,10.1002/ange.202015009,,
0.66354084,-47.475266,489,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,100.0,,,,U2OS,,72,10.1002/chem.201803521,,
-129.71597,780.3848,505,[c-]1c(-c2nccc3ccccc23)sc2ccccc12,[c-]1c(-c2nccc3ccccc23)sc2ccccc12,CCCCOc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,IrL1,20.48,0.51±0.16,40.39,450,MCF-7,Normoxia(21%),24,10.1002/ange.202014959,,
-74.2498,71.193184,553,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Cc1cc(Cl)c2ccc3c(Cl)cc(C)nc3c2n1,,F[P-](F)(F)(F)(F)F,2,0.2,,,,HT-29,,48,10.1016/j.jorganchem.2014.04.031,,
-22.787565,9.200972,790,Cc1cccnc1-c1[c-]cccc1,Cc1cccnc1-c1[c-]cccc1,Cc1ccc2c(Cl)cc(Cl)c([O-])c2n1,,,Ir-2,0.67,,,,HeLa,,6,10.1016/j.ejmech.2020.112192,,
177.05797,73.847984,791,[c-]1ccccc1-n1cccn1,[c-]1ccccc1-n1cccn1,Cc1ccc2c(Cl)cc(Cl)c([O-])c2n1,,,Ir-3,0.05,,,,HeLa,,6,10.1016/j.ejmech.2020.112192,,
204.48187,360.55032,1211,[c-]1ccccc1-c1cn(Cc2ccccc2)nn1,[c-]1ccccc1-c1cn(Cc2ccccc2)nn1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1+,200.0,,,,MCF-7,,48,10.1039/C8DT00046H,,
233.45877,367.84485,1212,CCCn1cc(-c2[c-]cccc2)nn1,CCCn1cc(-c2[c-]cccc2)nn1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,2+,200.0,,,,MCF-7,,48,10.1039/C8DT00046H,,
1.9816221,186.88902,1394,O=Cc1c[c-]c(-c2ccccn2)cc1,O=Cc1c[c-]c(-c2ccccn2)cc1,c1ccc(CN(Cc2ccccn2)c2cc3cccnc3c3ncccc23)nc1,,F[P-](F)(F)(F)(F)F,2b,3.0,,,,HeLa,,48,10.1021/ic201153d,,
268.76898,-172.02173,1517,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)c1,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)c1,c1ccc(-c2cnccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir-pzpy,69.4,3.8±0.4,,405,FaDu,Normoxia(21%),24,10.1021/jacs.9b07723,,
124.131744,10.039495,1534,COc1c[c-]c(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1,COc1c[c-]c(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1,O=C(O)c1cnccn1,,,1,100.0,,,,HeLa,,48,10.1016/j.poly.2016.07.031,,
-675.3145,-148.40813,1555,CCCCCCCCCCn1c(-c2[c-]cccc2)nc2ccccc21,CCCCCCCCCCn1c(-c2[c-]cccc2)nc2ccccc21,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,[1]+,50.0,,,,MCF-7,,48,10.1039/C8DT02461H,,
-686.10394,-178.0207,1558,CC(C)CCn1c(-c2[c-]cccc2)nc2ccccc21,CC(C)CCn1c(-c2[c-]cccc2)nc2ccccc21,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,[4]+,0.4,,,,MCF-7,,48,10.1039/C8DT02461H,,
32.322014,-459.08276,1620,[c-]1c(-c2ccccn2)sc2ccccc12,[c-]1c(-c2ccccn2)sc2ccccc12,Cn1[c-][n+](Cn2[c-][n+](C)cc2)cc1,,[Cl-],Ir2,5.6,0.029 ± 0.007,193,450,A549,,48,10.1039/C7DT01903C,,
73.999985,25.596018,1644,Clc1ccc(-c2[c-]cccc2)nc1,Clc1ccc(-c2[c-]cccc2)nc1,Clc1ccnc(-c2cc(Cl)ccn2)c1,,F[P-](F)(F)(F)(F)F,4,0.609,,,,HT-29,,48,10.1016/j.ica.2017.04.006,,
68.58421,-52.868473,1647,[c-]1cccc2c3ccccc3n(-c3ccccn3)c12,[c-]1cccc2c3ccccc3n(-c3ccccn3)c12,c1c[nH]c(-c2ncc[nH]2)n1,,[Cl-],1,9.3,,,,HeLa,,24,10.1016/j.ica.2017.07.061,,
5451.6133,1298.5326,1919,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,Cc1ccnc(-c2cc(C)ccn2)c1,,,1a,5.2,0.4 ± 0.03,13.0,450,HepG2,,24,10.1039/D1CC04982H,,
268.25336,-126.79431,1954,Fc1[c-]c(-c2ccccn2)cc(F)c1F,Fc1[c-]c(-c2ccccn2)cc(F)c1F,O=C([O-])c1ccccn1,,,(TFPPy)2lrPic,0.88,,,,Eca109-R,,24,10.1016/j.dyepig.2020.108635,,
279.45276,-96.07419,1960,Fc1[c-]c(-c2ccc3ccccc3n2)cc(F)c1F,Fc1[c-]c(-c2ccc3ccccc3n2)cc(F)c1F,O=C([O-])c1ccccn1,,,(TFPQ)2lrPic,0.94,,,,Eca109-R,,24,10.1016/j.dyepig.2020.108635,,
-313.96347,512.4122,2125,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCCCCCNCc1c[c-]c(-c2ccccn2)cc1,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCCCCCNCc1c[c-]c(-c2ccccn2)cc1,Cc1ccnc(-c2cc(C(=O)NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccn2)c1,,F[P-](F)(F)(F)(F)F,2a,25.7,,,,HeLa,,48,10.1039/C1CC11423A,,
-292.96936,472.3964,2126,CCCCNCc1c[c-]c(-c2ccccn2)cc1,CCCCNCc1c[c-]c(-c2ccccn2)cc1,Cc1ccnc(-c2cc(C(=O)NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccn2)c1,,F[P-](F)(F)(F)(F)F,2b,5.1,,,,HeLa,,48,10.1039/C1CC11423A,,
579.63416,-204.11865,2128,Cn1[c-][n+](-c2[c-]cccc2)cc1,Cn1[c-][n+](-c2[c-]cccc2)cc1,COc1ccc(C(=O)[O-])nc1,,,1,117.03,,,,HeLa,,24,10.1039/C3CC40845K,,
561.17645,-170.37665,2129,Cn1[c-][n+](-c2[c-]cc(C(F)(F)F)cc2)cc1,Cn1[c-][n+](-c2[c-]cc(C(F)(F)F)cc2)cc1,COc1ccc(C(=O)[O-])nc1,,,2,73.61,,,,HeLa,,24,10.1039/C3CC40845K,,
541.0431,-203.73593,2130,Cn1[c-][n+](-c2[c-]cc(C#N)cc2)cc1,Cn1[c-][n+](-c2[c-]cc(C#N)cc2)cc1,COc1ccc(C(=O)[O-])nc1,,,3,200.0,,,,HeLa,,24,10.1039/C3CC40845K,,
33.459232,-506.64343,2305,O=c1oc2ccccc2[c-]c1-c1ccccn1,O=c1oc2ccccc2[c-]c1-c1ccccn1,O=C(CCCCCCC(=O)Nc1cc2cccnc2c2ncccc12)NO,,F[P-](F)(F)(F)(F)F,2,50.1,3.1  0.3,"16,2",365,HeLa,,48,10.1039/C4CC05215C,,
-268.08234,430.56866,2570,CCCCNCc1cc[c-]c(-c2cc(CNCCCC)ccn2)c1,CCCCNCc1cc[c-]c(-c2cc(CNCCCC)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,100.0,,,,HeLa,,24,10.1039/C8SC02984A,,
-212.82817,388.60254,2571,CCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCC)ccn2)c1,CCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCC)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,100.0,,,,HeLa,,24,10.1039/C8SC02984A,,
-210.41273,350.43506,2572,CCCCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCCCC)ccn2)c1,CCCCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCCCC)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,3,100.0,,,,HeLa,,24,10.1039/C8SC02984A,,
-245.32701,366.5931,2573,CCCCCCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCCCCCC)ccn2)c1,CCCCCCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCCCCCC)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,4,100.0,,,,HeLa,,24,10.1039/C8SC02984A,,
-290.4455,-126.411766,2578,FC(F)(F)c1ccc2nc(-c3[c-]cccc3)sc2c1,FC(F)(F)c1ccc2nc(-c3[c-]cccc3)sc2c1,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,O=S(=O)([O-])C(F)(F)F,6Fb,1.8,,,,HeLa,,72,10.1039/C5SC04458H,,
-39.24038,-170.47902,2579,Cc1cc(-c2[c-]ccs2)nc2ccccc12,Cc1cc(-c2[c-]ccs2)nc2ccccc12,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,O=S(=O)([O-])C(F)(F)F,7b,1.7,,,,HeLa,,72,10.1039/C5SC04458H,,
111.87824,-296.78687,2580,[c-]1cc2ccccc2cc1-c1nccc2ccccc12,[c-]1cc2ccccc2cc1-c1nccc2ccccc12,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,O=S(=O)([O-])C(F)(F)F,8b,0.5,,,,HeLa,,72,10.1039/C5SC04458H,,
-491.41354,27.67926,2639,[c-]1cccc2c1c1nccnc1c1ccccc21,[c-]1cccc2c1c1nccnc1c1ccccc21,c1ccc(N(c2ccccc2)c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)cc1,,[Cl-],Ir3,29.2,4.5 ± 1.1,"6,5",405,HeLa,,48,10.1039/C6CC10015E,,
-351.9514,-91.09053,2663,[c-]1ccc2ccccc2c1-c1nc2ccccc2s1,[c-]1ccc2ccccc2c1-c1nc2ccccc2s1,Nc1cc2cccnc2c2ncccc12,,F[P-](F)(F)(F)(F)F,1,1.3,,,,HeLa,,48,10.1016/j.ica.2011.10.072,,
-258.4417,139.85223,2678,COC(=O)c1c[c-]c(-c2ccccn2)cc1,COC(=O)c1c[c-]c(-c2ccccn2)cc1,NCCN,,[Cl-],1a,200.0,,,,HeLa,,24,10.1039/C4DT02890B,,
-230.43634,127.32784,2680,O=C([O-])c1c[c-]c(-c2ccccn2)cc1,O=C([O-])c1c[c-]c(-c2ccccn2)cc1,NCCN,,[Li+],1b,200.0,,,,HeLa,,24,10.1039/C4DT02890B,,
-617.1864,-1615.3356,2681,O=C([O-])c1cc(-c2[c-]cccc2)nc2ccccc12,O=C([O-])c1cc(-c2[c-]cccc2)nc2ccccc12,NCCN,,[Li+],2b,200.0,,,,HeLa,,24,10.1039/C4DT02890B,,
89.104385,171.33508,2722,[c-]1cc(N(c2ccccc2)c2ccccc2)ccc1-c1ccc2ccccc2n1,[c-]1cc(N(c2ccccc2)c2ccccc2)ccc1-c1ccc2ccccc2n1,Cc1cc(OCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)nc(-c2ccccn2)n1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir-P(ph)3,50.0,,,,HeLa,,24,10.1002/anie.201604130,,
